3,33,250000.0,1
3,47,182200.0,1
1,47,82000.0,2
3,31,113900.0,1
2,33,60000.0,1
3,31,113900.0,1
1,68,180000.0,2
2,47,60000.0,1
3,33,175100.0,1
3,47,141525.0,1
2,40,100000.0,1
3,89,253750.0,1
3,8,136000.0,2
2,86,20000.0,0
0,74,180000.0,0
2,33,95000.0,1
2,33,125000.0,1
3,25,90320.0,1
3,33,70000.0,1
0,33,286000.0,1
2,47,75000.0,1
1,47,74540.0,1
1,78,90000.0,2
3,47,159000.0,2
3,31,174500.0,1
3,33,153600.0,1
3,25,35000.0,1
3,25,81666.0,1
0,33,220000.0,1
3,33,185900.0,1
3,33,70000.0,2
3,33,132300.0,1
3,47,182000.0,1
0,47,145000.0,1
3,8,180000.0,1
3,33,180000.0,1
3,47,157750.0,1
3,33,63000.0,1
3,33,145000.0,1
3,47,215300.0,2
2,45,159000.0,1
3,33,252000.0,1
3,33,160000.0,1
3,25,84900.0,1
3,25,106020.0,1
3,33,153600.0,1
0,33,106500.0,1
3,33,160000.0,1
2,45,220000.0,1
2,33,75000.0,1
3,69,246000.0,1
3,47,140000.0,2
2,25,100000.0,1
3,25,110600.0,1
3,31,250000.0,1
3,47,122900.0,2
3,33,150000.0,1
2,12,100000.0,1
2,11,48000.0,1
2,33,130000.0,1
2,47,170000.0,1
3,25,175000.0,1
3,25,180180.0,1
3,25,125600.0,1
3,25,132000.0,1
3,47,140000.0,1
2,33,153000.0,1
2,25,105380.0,1
3,47,257000.0,1
3,33,130000.0,1
2,33,120000.0,1
3,47,275300.0,1
0,12,150000.0,2
3,47,170000.0,1
3,47,140000.0,1
3,69,172200.0,1
3,54,63000.0,1
3,89,50000.0,0
2,25,37456.0,2
2,33,116000.0,1
3,30,85000.0,1
1,69,100000.0,1
2,25,100000.0,1
2,47,155000.0,2
2,25,150000.0,1
3,47,153600.0,1
2,47,120000.0,1
3,33,75000.0,1
3,47,170000.0,1
3,47,220000.0,1
3,84,148000.0,1
3,47,191475.0,1
3,33,120000.0,1
3,47,90000.0,1
3,33,145000.0,1
3,33,220110.0,1
1,49,105000.0,2
2,33,145000.0,1
2,33,90000.0,1
2,33,80000.0,1
3,49,148700.0,2
3,33,166000.0,1
3,33,175000.0,1
3,47,200160.0,1
3,89,250000.0,1
3,69,255000.0,1
3,33,200000.0,1
3,33,252000.0,1
3,4,179820.0,1
3,47,45000.0,1
3,47,216100.0,1
3,25,80000.0,1
2,33,110000.0,2
1,33,90000.0,1
3,45,245100.0,1
3,47,285800.0,1
2,25,65000.0,1
2,47,120000.0,1
2,25,40000.0,1
3,37,115000.0,1
3,25,115934.0,1
2,69,36000.0,0
2,47,70000.0,1
3,47,140000.0,1
3,8,72000.0,2
2,25,100000.0,1
3,31,250000.0,1
3,33,129000.0,1
3,25,122000.0,1
3,47,191475.0,1
3,4,180000.0,1
2,25,150000.0,1
3,33,140000.0,1
2,47,145000.0,1
2,69,100000.0,2
2,25,124000.0,1
3,25,60000.0,1
1,3,132026.64,0
3,47,199098.0,1
3,69,201000.0,1
3,33,75000.0,1
2,69,40000.0,0
3,47,110000.0,1
3,69,110000.0,1
2,33,70000.0,1
2,66,180000.0,1
3,25,150075.0,1
3,33,250000.0,1
3,69,85000.0,1
1,17,48000.0,2
3,47,138784.0,1
3,29,105400.0,1
3,33,160000.0,1
3,33,85000.0,1
3,25,95000.0,1
3,31,192400.0,1
2,69,175000.0,1
3,25,89200.0,1
3,47,228000.0,1
3,31,138000.0,1
3,45,120000.0,1
3,69,241000.0,1
3,47,150000.0,1
3,33,260000.0,1
3,89,120000.0,1
3,8,230000.0,1
3,25,110000.0,1
3,47,160000.0,1
3,33,197430.0,1
3,25,128875.0,1
3,25,121700.0,1
3,47,198440.0,1
1,3,30000.0,1
3,25,110000.0,1
1,25,75000.0,1
3,47,171250.0,1
3,47,135000.0,1
1,33,65000.0,1
3,33,160080.0,1
0,53,110000.0,1
3,25,99050.0,1
3,47,180000.0,2
3,25,165000.0,1
3,33,209100.0,2
3,66,240000.0,1
3,33,60000.0,1
3,33,128875.0,1
3,25,116000.0,1
2,89,150000.0,1
2,33,120000.0,1
3,33,160000.0,1
3,33,209100.0,2
3,47,129300.0,1
2,33,90000.0,1
3,47,183500.0,1
3,88,100000.0,1
2,0,132026.64,1
3,31,180000.0,1
3,47,99360.0,1
3,33,104000.0,1
3,4,63000.0,1
3,25,117000.0,1
3,25,48000.0,1
2,47,37000.0,0
3,4,231250.0,1
3,45,132026.64,1
3,33,195700.0,1
2,31,180000.0,2
2,69,89700.0,1
3,47,185000.0,1
3,25,120000.0,1
2,33,60000.0,1
3,70,148800.0,1
2,47,47000.0,1
3,25,123648.0,1
2,33,72000.0,1
1,25,8760.0,1
3,47,210000.0,1
1,47,130000.0,1
3,33,141600.0,1
3,33,166000.0,1
3,47,139500.0,1
3,88,293000.0,1
3,25,153600.0,1
3,47,185900.0,1
3,47,132026.64,1
3,33,99000.0,1
3,33,200000.0,1
2,47,180000.0,1
3,47,141000.0,1
3,33,200000.0,1
1,89,100000.0,2
3,25,116000.0,1
3,4,122500.0,1
2,33,175000.0,1
3,47,225000.0,1
3,33,120000.0,1
1,69,30000.0,2
3,47,211500.0,1
3,33,105700.0,2
2,66,30000.0,0
3,4,152500.0,1
3,11,160000.0,1
3,75,168000.0,1
1,69,108000.0,0
3,25,155000.0,1
3,47,100000.0,2
2,69,121000.0,2
2,44,60000.0,1
2,70,171600.0,1
3,47,210550.0,1
3,33,160000.0,1
3,47,122000.0,1
3,47,105000.0,1
3,33,102000.0,1
2,47,132026.64,2
3,33,165000.0,1
3,47,297300.0,1
2,25,100000.0,1
3,25,125600.0,1
3,33,135000.0,1
3,33,197000.0,1
3,25,130000.0,1
3,47,140000.0,1
3,33,65000.0,1
2,45,104500.0,1
3,33,160000.0,1
3,42,145000.0,1
3,25,120000.0,1
3,69,142200.0,1
3,47,225000.0,1
3,45,297300.0,1
2,25,90000.0,1
3,47,175000.0,1
2,64,50000.0,0
1,8,110680.0,2
3,33,160000.0,1
3,33,126000.0,1
3,33,132000.0,1
3,4,140000.0,1
3,75,183600.0,1
1,47,132026.64,1
3,89,215000.0,1
1,9,7000.0,0
0,53,132026.64,2
3,47,72000.0,1
3,25,80000.0,1
3,31,135000.0,1
3,33,130000.0,1
3,25,170000.0,1
3,33,220000.0,1
3,31,174500.0,1
2,33,70000.0,1
2,25,116000.0,1
3,47,120000.0,1
3,33,109000.0,1
2,33,200000.0,1
3,47,179400.0,1
3,69,90700.0,1
1,33,132026.64,2
3,33,81500.0,1
3,47,210000.0,1
3,33,252000.0,1
2,47,50000.0,1
2,25,60000.0,1
3,25,130000.0,1
3,37,48000.0,1
3,8,196000.0,1
3,49,70000.0,1
2,33,60000.0,2
1,22,30000.0,2
3,33,100000.0,1
3,47,162500.0,1
3,45,138750.0,1
3,25,86466.0,1
3,33,200000.0,1
0,47,145000.0,1
3,25,110000.0,1
3,47,230000.0,1
3,4,116450.0,1
3,33,185900.0,1
3,88,148000.0,1
3,33,50000.0,1
0,33,175000.0,1
2,47,34000.0,1
3,33,165000.0,1
3,25,135000.0,1
3,48,183000.0,2
3,47,245000.0,1
3,33,150000.0,1
3,8,136000.0,2
3,25,170500.0,1
2,33,50000.0,2
3,69,185000.0,1
3,47,185900.0,1
2,25,90000.0,1
1,88,120000.0,1
3,33,252000.0,1
1,33,160000.0,1
3,47,156400.0,1
3,33,110000.0,1
1,33,35000.0,1
3,47,203000.0,1
3,69,132026.64,1
3,69,95000.0,1
3,25,192500.0,1
3,33,185000.0,1
3,47,183500.0,1
3,25,93700.0,1
2,42,103000.0,2
3,33,129000.0,1
3,33,200000.0,1
2,33,60000.0,1
3,4,193750.0,1
2,25,100000.0,1
3,47,218000.0,1
3,47,245000.0,1
3,65,80000.0,1
3,33,250000.0,1
3,47,185900.0,1
3,47,176000.0,1
3,69,247500.0,1
3,47,135000.0,1
2,25,50000.0,1
3,47,215050.0,1
2,25,85000.0,1
2,25,115500.0,1
1,51,150000.0,1
3,25,120250.0,1
2,25,110000.0,1
2,25,60000.0,1
2,29,140000.0,1
3,69,110000.0,1
3,47,204100.0,1
3,23,184590.0,1
3,69,100000.0,1
2,33,162500.0,1
3,25,75000.0,1
3,18,185900.0,1
3,33,111000.0,1
3,25,140000.0,1
3,25,90000.0,1
3,33,113750.0,1
3,33,63000.0,1
1,47,35000.0,1
1,69,250000.0,2
3,33,167500.0,1
1,37,45600.0,1
3,47,104300.0,2
3,25,99750.0,1
2,25,135000.0,1
3,33,95000.0,1
3,69,135000.0,1
3,33,106500.0,1
3,25,187000.0,1
3,25,119000.0,1
3,33,106500.0,1
3,37,168400.0,1
3,25,112000.0,1
3,31,117000.0,1
0,47,132026.64,1
3,33,132100.0,2
1,47,50000.0,1
3,25,115000.0,1
3,14,130000.0,2
2,25,182500.0,1
3,45,200000.0,1
2,25,35000.0,1
1,5,40000.0,1
2,74,153000.0,1
3,37,100000.0,1
1,47,180000.0,1
2,47,55000.0,1
0,59,104891.0,1
3,47,122600.0,1
2,33,82900.0,1
1,42,132026.64,1
3,47,173000.0,1
2,12,132026.64,2
3,8,222200.0,2
3,31,280100.0,1
3,69,193900.0,1
3,18,225000.0,1
3,47,90700.0,1
2,47,82500.0,0
2,47,75000.0,2
3,47,156400.0,1
3,47,115000.0,1
3,4,83376.0,1
3,33,231250.0,1
3,25,50000.0,1
3,45,152000.0,2
3,33,129300.0,1
3,33,150000.0,1
3,47,243900.0,1
3,43,159500.0,2
2,25,144100.0,1
1,33,40000.0,1
3,25,170550.0,1
2,45,134000.0,1
3,33,185000.0,1
3,34,143000.0,1
